Examinee ID,Group,Inclusion Code,Item.001,Item.002,Item.003,Item.004,Item.005,Item.006,Item.007,Item.008,Item.009,Item.010,Item.011,Item.012,Item.013,Item.014,Item.015,Item.016,Item.017,Item.018,Item.019,Item.020,Item.021,Item.022,Item.023,Item.024,Item.025,Item.026,Item.027,Item.028,Item.029,Item.030,Item.031,Item.032,Item.033,Item.034,Item.035,Item.036,Item.037,Item.038,Item.039,Item.040,Item.041,Item.042,Item.043,Item.044,Item.045,Item.046,Item.047,Item.048,Item.049,Item.050
Examinee.10497,P,Y,A,A,A,B,B,A,B,D,C,B,D,B,C,C,C,C,D,A,A,C,C,C,A,D,A,D,B,A,B,B,B,C,A,B,C,D,D,B,B,C,B,C,B,A,A,D,B,B,A,B
Examinee.10498,P,Y,A,A,B,B,A,A,B,D,C,D,A,B,A,C,C,D,D,A,B,C,A,C,A,A,A,D,C,C,B,A,D,D,A,B,C,A,D,C,B,D,C,C,B,D,A,D,B,B,B,A
Examinee.10499,P,Y,A,A,C,A,C,B,C,D,C,D,B,B,B,C,A,C,D,A,B,B,B,C,A,B,A,C,B,B,A,B,A,B,A,B,C,D,D,A,B,C,C,C,C,D,C,D,D,A,B,D
Examinee.10500,P,Y,A,A,C,C,B,B,B,D,C,D,A,B,A,B,A,D,D,A,D,C,A,B,B,A,A,B,D,C,B,A,D,C,A,B,C,D,D,A,B,A,A,C,A,D,A,B,D,B,B,D
Examinee.10501,P,Y,A,A,A,A,C,A,C,D,C,D,D,B,C,B,C,D,D,A,B,C,C,D,A,D,A,B,C,B,A,A,D,B,A,B,C,D,C,B,B,C,C,C,A,D,A,D,B,B,B,D
Examinee.10502,P,Y,A,A,B,A,A,C,B,D,C,B,D,B,A,B,D,D,D,A,D,C,C,B,A,D,A,D,C,B,D,A,C,C,A,B,C,D,D,B,C,A,B,D,A,C,A,D,A,B,B,D
Examinee.10503,P,Y,A,D,A,B,C,C,A,D,C,D,C,B,A,D,B,D,D,A,A,C,C,C,A,D,D,A,D,A,B,B,D,A,A,C,D,A,D,C,B,C,A,C,D,C,C,D,C,B,C,C
Examinee.10504,P,Y,A,A,A,B,C,C,A,D,C,D,B,B,A,B,C,A,D,A,C,B,A,D,A,D,C,B,D,C,B,A,D,A,D,D,B,A,D,A,B,A,B,C,A,C,A,D,A,B,A,D
Examinee.10505,P,Y,A,A,B,A,C,C,B,D,C,C,B,B,A,D,D,D,D,A,D,D,B,B,B,C,D,B,D,C,D,B,D,A,A,B,A,C,C,B,C,D,D,C,A,D,A,D,A,B,D,D
Examinee.10506,P,Y,A,A,A,C,C,B,C,D,C,A,B,B,A,C,A,D,D,B,A,C,A,C,A,A,C,D,D,B,B,A,D,A,A,B,D,D,A,B,B,D,D,C,A,D,A,D,A,B,D,D
Examinee.10507,P,Y,A,A,A,B,C,A,B,A,C,D,B,B,C,B,A,D,D,A,A,C,B,A,A,B,A,B,C,B,B,A,A,C,A,B,D,D,D,A,B,A,B,C,D,D,C,A,C,B,B,D
Examinee.10508,P,Y,A,D,A,B,B,A,C,D,C,B,A,B,A,C,D,C,D,B,A,B,C,C,B,B,D,D,D,D,B,C,B,A,D,B,B,D,B,D,B,C,A,C,B,C,A,D,A,B,D,C
Examinee.10509,P,Y,A,A,A,B,B,A,A,D,C,D,D,B,C,B,C,D,D,A,D,C,A,B,D,D,A,D,D,A,B,A,B,C,A,B,D,B,D,B,B,A,B,C,A,D,A,D,B,B,B,C
Examinee.10510,P,Y,A,A,A,B,B,B,C,D,C,D,D,B,B,A,C,D,D,A,B,C,B,C,A,D,A,B,D,A,B,B,A,B,A,B,D,D,D,B,B,D,C,C,A,D,C,A,B,B,B,D
Examinee.10511,P,Y,A,A,B,C,A,B,A,D,C,B,D,B,A,D,A,D,D,B,D,D,D,A,A,C,A,C,C,A,B,B,A,B,A,C,D,D,C,A,B,D,C,C,A,C,C,A,A,B,B,B
Examinee.10512,P,Y,A,B,D,B,A,C,A,D,C,D,D,B,B,B,D,D,D,A,A,D,C,A,C,D,C,D,B,D,B,B,D,C,A,C,D,D,D,A,B,D,B,C,B,B,A,A,C,B,B,D
Examinee.10513,P,Y,A,A,A,B,B,B,C,D,C,D,A,B,B,B,A,D,D,A,A,C,A,A,A,A,A,B,D,C,B,B,D,C,A,C,D,A,D,D,B,D,C,C,A,A,A,D,B,A,A,A
Examinee.10514,P,Y,A,D,A,A,B,C,A,D,C,D,A,B,A,B,A,D,D,A,A,D,A,B,A,D,A,B,D,C,B,A,D,C,A,B,D,D,D,A,B,D,B,C,C,C,C,D,B,B,D,A
Examinee.10515,P,Y,A,B,A,A,A,B,B,D,C,D,B,B,A,D,D,C,D,A,A,C,B,C,B,D,D,C,D,C,B,B,C,B,A,A,C,D,D,A,B,D,C,C,D,D,A,A,A,B,B,D
Examinee.10516,P,Y,A,A,B,A,B,A,B,A,C,B,D,B,A,B,A,D,D,B,A,B,D,D,A,A,A,D,D,C,B,A,C,B,D,C,D,B,B,D,B,D,D,C,A,D,A,D,A,A,A,C
Examinee.10517,P,Y,A,D,B,B,C,A,B,D,C,D,D,B,C,B,A,D,D,B,A,C,B,D,B,A,A,D,C,C,B,B,D,B,A,D,D,D,B,B,B,D,A,C,A,D,A,D,D,A,B,A
Examinee.10518,P,Y,A,A,B,B,A,A,B,D,C,B,D,B,C,B,A,D,D,B,A,C,D,D,A,D,A,D,D,C,B,A,D,B,A,C,D,C,B,A,B,C,A,C,B,C,C,D,A,B,B,A
Examinee.10519,P,Y,A,C,B,B,A,A,C,D,C,D,D,B,C,C,D,D,D,A,A,C,C,B,B,D,D,B,C,C,D,B,C,E,A,D,D,D,B,C,B,D,A,C,B,D,C,D,C,B,D,C
Examinee.10520,P,Y,A,A,A,B,A,A,C,D,C,B,D,B,C,C,D,A,D,A,A,D,C,C,A,D,A,A,D,C,A,B,B,A,A,A,C,D,D,B,B,A,B,C,B,D,C,D,C,B,A,A
Examinee.10521,P,Y,A,A,C,B,B,C,B,D,C,B,D,B,C,B,A,D,D,B,A,B,C,D,C,D,A,D,C,C,B,A,D,B,A,B,A,C,B,A,A,A,B,B,B,D,C,B,A,A,B,A
Examinee.10522,P,Y,A,B,A,B,A,C,A,D,C,B,D,B,C,B,A,D,D,B,A,B,D,D,A,D,A,D,C,C,B,B,C,B,A,B,A,C,B,B,B,A,B,C,B,C,D,B,A,B,B,A
Examinee.10523,P,Y,A,C,B,B,A,A,C,D,C,D,D,B,C,B,D,D,D,A,A,B,A,D,A,D,A,D,C,C,A,A,D,B,A,B,D,C,C,B,C,C,A,C,B,D,A,D,C,B,A,C
Examinee.10524,P,Y,A,A,A,B,A,B,A,D,C,D,D,D,A,C,A,D,D,A,C,D,A,B,A,D,A,A,D,C,D,C,D,A,A,A,D,D,B,B,B,B,D,C,D,B,A,D,A,B,A,A
Examinee.10525,P,Y,A,A,C,A,C,B,C,D,C,B,B,B,C,D,A,D,D,C,A,B,A,D,C,A,C,D,A,C,B,C,B,C,A,B,D,D,C,C,B,B,A,C,B,A,D,D,A,A,B,C
Examinee.10526,P,Y,A,A,A,B,C,B,A,D,C,B,D,B,A,C,A,D,D,A,C,C,A,B,A,D,A,D,C,C,D,A,D,C,A,A,D,A,B,B,B,D,C,C,D,B,A,D,A,B,A,D
Examinee.10527,P,Y,A,A,A,B,A,B,A,D,C,B,C,B,C,C,B,D,D,A,C,C,A,C,A,D,A,D,C,C,D,A,D,C,A,B,D,D,B,B,B,B,C,C,D,B,C,D,A,B,B,A
Examinee.10528,P,Y,A,B,A,B,A,B,A,D,C,B,D,B,C,B,A,D,D,A,C,C,A,C,A,D,A,D,C,C,B,A,D,C,A,B,D,D,B,B,B,B,C,C,D,B,A,D,A,B,B,A
Examinee.10529,P,Y,A,A,A,B,A,B,A,D,C,D,D,B,A,C,A,D,D,A,C,C,A,C,A,D,A,D,C,C,C,A,D,A,A,B,D,D,B,B,B,C,A,C,D,D,A,B,A,B,B,D
Examinee.10530,P,Y,A,A,A,B,A,B,A,D,C,B,E,B,A,C,A,D,D,A,C,C,A,C,A,D,B,D,C,C,B,A,D,A,A,B,D,D,B,B,B,C,A,C,D,D,A,B,A,B,B,D
Examinee.10531,P,Y,A,B,A,A,A,B,A,D,C,D,C,B,C,B,A,C,D,A,C,C,B,D,A,D,A,D,C,C,B,A,D,C,A,B,D,D,B,B,B,C,C,C,C,D,A,D,B,B,B,A
Examinee.10532,P,Y,A,C,A,A,A,B,A,D,C,D,C,B,C,D,A,D,D,A,C,C,A,D,B,D,A,D,C,C,B,A,D,C,A,B,D,D,B,B,B,B,C,C,C,D,A,D,A,B,B,D
Examinee.10533,P,Y,A,A,A,A,A,B,A,D,C,D,A,D,D,D,A,D,D,A,A,C,A,C,A,D,A,D,C,B,A,A,B,C,A,C,C,D,C,B,B,D,B,C,B,A,A,D,A,B,C,D
Examinee.10534,P,Y,A,A,A,B,A,B,C,D,C,D,B,B,A,B,A,D,D,B,A,D,B,C,A,D,D,B,C,C,B,A,A,A,A,B,C,D,C,C,A,D,C,C,D,D,A,D,C,B,B,D
Examinee.10535,P,Y,A,B,B,B,C,B,A,D,C,D,A,B,C,B,A,D,D,A,A,C,A,C,A,A,A,D,C,C,B,A,A,B,A,A,B,D,B,C,A,D,B,C,B,D,A,D,C,B,B,A
Examinee.10536,P,Y,A,A,B,B,C,B,A,D,C,D,A,B,C,B,A,D,D,A,A,C,A,C,A,A,D,B,C,C,B,A,D,A,A,B,D,D,B,B,B,D,D,C,B,D,A,A,A,B,C,A
Examinee.10537,P,Y,A,B,A,B,C,B,A,D,C,D,A,B,C,B,A,D,D,A,A,C,A,C,A,A,A,D,C,C,B,A,A,B,A,B,D,D,C,D,B,D,C,C,D,C,A,D,A,B,B,A
Examinee.10538,P,Y,A,A,B,B,A,A,C,D,C,D,A,B,C,B,A,D,D,A,A,D,C,C,A,A,A,D,C,C,B,A,C,B,C,B,D,D,C,D,B,D,C,C,C,D,C,A,C,B,B,A
Examinee.10539,P,Y,A,A,A,B,C,B,C,D,C,D,A,B,C,B,A,D,D,A,A,C,A,C,A,A,A,D,C,C,B,A,C,B,A,B,D,D,C,B,B,D,C,C,B,C,A,A,A,B,B,A
Examinee.10540,P,Y,A,A,B,B,C,B,A,D,C,D,A,B,C,B,A,D,D,A,A,D,C,C,A,A,A,D,C,A,B,A,A,B,B,B,D,D,C,D,B,C,D,C,C,C,A,A,B,B,B,A
Examinee.10541,P,Y,A,A,B,B,C,B,C,D,C,D,A,B,C,B,A,D,D,A,A,C,A,C,A,D,A,D,D,C,C,A,A,A,B,B,D,D,B,B,B,A,C,C,B,D,C,D,A,B,B,A
Examinee.10542,P,Y,A,A,A,B,C,C,A,D,C,D,B,B,C,B,A,D,D,A,A,C,D,C,A,A,D,B,C,C,B,B,A,A,A,B,A,D,D,C,B,D,C,C,B,D,A,D,A,B,B,A
Examinee.10543,P,Y,A,A,B,B,C,B,A,D,C,D,A,B,C,B,A,D,D,A,B,D,A,A,A,A,D,B,C,C,B,B,A,C,A,B,D,D,D,C,B,D,C,C,B,D,A,B,A,B,B,C
Examinee.10544,P,Y,A,A,A,B,A,A,C,D,C,D,A,B,C,B,B,D,D,A,B,C,A,C,A,D,A,D,C,A,C,A,A,A,A,B,D,D,D,C,B,D,C,C,B,D,A,B,A,B,B,A
Examinee.10545,P,Y,A,A,A,B,C,A,B,D,C,D,A,B,A,C,A,D,D,A,B,C,A,C,A,A,B,D,B,C,B,B,D,B,A,B,D,D,C,B,B,D,D,C,C,D,C,A,B,B,A,D
Examinee.10546,P,Y,A,B,B,B,C,C,A,D,C,D,A,B,C,B,A,D,D,B,D,C,C,B,B,D,B,C,A,C,B,B,D,B,A,B,C,D,B,B,B,A,D,C,C,D,C,D,C,B,A,D
Examinee.10547,P,Y,A,A,A,B,C,A,B,D,C,D,A,B,A,B,A,A,D,C,B,C,A,C,A,A,B,D,C,B,B,A,A,A,A,A,D,D,D,B,A,D,C,C,B,D,A,D,B,B,B,D
Examinee.10548,P,Y,A,A,A,B,B,A,A,D,C,D,A,B,A,C,A,A,D,A,A,C,C,C,C,A,D,D,C,A,B,A,A,A,A,A,D,D,D,D,B,A,A,C,A,B,A,D,C,B,A,A
Examinee.10549,P,Y,A,D,C,B,A,B,A,D,C,B,A,B,C,C,A,D,A,B,A,C,C,C,A,B,D,D,C,B,B,A,B,A,A,B,D,D,C,D,B,C,D,C,C,D,A,D,B,A,A,D
Examinee.10550,P,Y,A,A,A,B,C,B,A,D,C,D,A,B,C,C,A,D,D,A,B,C,A,A,A,A,A,D,C,D,B,A,A,A,A,A,D,D,D,D,B,D,C,C,B,D,A,D,A,B,B,A
Examinee.10551,P,Y,A,A,A,B,C,B,A,D,C,D,A,B,C,C,A,C,D,B,A,C,C,A,C,B,A,D,D,A,B,B,C,B,A,A,D,B,B,B,A,A,D,C,C,D,A,D,B,B,B,D
Examinee.10552,P,Y,A,A,A,B,C,B,C,D,C,D,A,B,A,B,A,D,D,A,B,C,C,D,A,A,A,D,C,A,C,B,C,B,A,B,B,D,D,B,B,D,C,C,B,D,A,D,B,B,B,D
Examinee.10553,P,Y,A,A,A,B,C,B,A,D,C,D,A,B,C,C,A,D,D,A,B,C,B,C,A,B,A,D,D,C,B,A,A,#,A,B,D,B,B,B,B,D,C,C,B,D,A,D,B,B,B,A
Examinee.10554,P,Y,A,A,D,B,C,B,A,D,C,D,A,B,C,B,D,D,D,A,B,C,A,C,A,A,C,D,C,C,B,A,A,C,A,B,D,D,D,D,B,C,C,C,D,A,A,D,B,B,B,A
Examinee.10555,P,Y,A,C,B,B,C,B,A,D,C,D,A,B,C,B,D,A,D,A,B,C,C,C,A,A,C,D,A,A,B,B,C,A,A,B,B,D,D,D,B,A,C,C,B,A,D,D,C,B,D,A
Examinee.10556,P,Y,A,A,A,B,B,C,A,D,C,B,A,B,A,B,A,D,D,A,A,D,A,C,A,D,A,D,D,B,B,C,C,A,A,B,D,D,D,B,B,C,C,C,B,A,A,B,A,B,B,D
Examinee.10557,P,Y,A,A,A,B,C,B,A,D,C,D,A,B,C,B,A,D,D,A,A,C,A,C,A,A,A,D,C,C,B,C,A,B,A,B,D,D,B,D,B,D,B,C,D,A,C,D,B,B,B,A
Examinee.10558,P,Y,A,B,A,B,C,B,C,D,C,D,A,B,A,B,D,D,D,A,D,C,A,C,A,D,A,B,C,C,B,B,A,C,A,B,D,D,C,A,B,D,C,C,B,D,A,D,C,B,C,A
Examinee.10559,P,Y,A,A,B,B,A,B,B,D,C,D,A,B,C,B,D,D,D,A,A,C,C,B,B,D,A,B,C,D,D,C,A,A,A,B,D,D,D,A,C,D,C,C,B,D,A,D,B,B,D,C
Examinee.10560,P,Y,A,A,A,B,C,A,B,D,C,D,A,B,C,B,D,D,D,A,A,C,C,D,B,D,A,D,C,D,B,A,A,A,A,B,D,D,B,D,B,D,C,C,B,D,A,D,C,B,D,D
Examinee.10561,P,Y,A,B,A,B,C,B,B,D,C,D,A,B,A,B,D,D,D,A,A,D,C,B,A,D,D,B,C,D,D,C,A,A,A,B,D,D,C,A,B,D,C,C,B,D,A,D,B,B,C,D
Examinee.10562,P,Y,A,B,A,B,C,B,B,D,C,D,A,B,A,B,A,D,D,A,B,C,A,B,A,A,A,D,D,C,B,B,A,A,A,B,D,D,D,B,B,A,C,C,A,D,C,A,C,B,C,D
Examinee.10563,P,Y,A,B,B,B,C,B,B,D,C,D,A,B,A,B,D,D,D,A,A,C,C,D,A,D,D,D,C,D,B,A,C,A,A,B,D,D,D,C,B,D,C,C,B,D,A,D,C,B,A,D
Examinee.10564,P,Y,A,A,B,B,A,B,A,D,C,D,A,B,A,B,A,D,D,A,B,B,C,B,B,A,A,D,D,C,D,C,A,C,A,D,C,D,D,D,B,D,C,C,C,A,A,D,D,B,D,C
Examinee.10565,P,Y,A,B,A,B,A,C,C,D,C,D,C,B,C,B,D,D,D,A,A,C,C,D,A,D,A,D,C,C,A,B,A,B,A,B,D,D,D,D,B,A,C,C,D,D,C,D,A,B,B,B
Examinee.10566,P,Y,A,A,B,C,A,A,B,D,C,D,B,D,A,C,A,D,D,A,B,C,C,D,A,B,A,B,C,A,B,D,C,C,A,B,D,D,D,D,A,C,C,C,A,B,C,D,B,B,A,B
Examinee.10567,P,Y,A,B,A,B,C,B,B,D,C,B,A,B,A,B,A,A,D,A,A,C,A,C,A,D,A,B,C,A,B,B,A,B,A,B,C,D,D,C,B,D,C,C,B,D,C,D,B,B,B,D
Examinee.10568,P,Y,A,A,C,B,A,B,C,D,C,D,A,B,C,B,B,D,D,A,B,C,A,B,B,D,A,A,D,C,B,D,A,C,A,B,C,B,B,C,A,C,D,C,A,C,C,B,D,A,B,A
Examinee.10569,P,Y,A,A,B,C,A,B,A,D,C,B,B,B,C,C,D,D,D,A,D,C,A,C,B,D,C,C,D,C,B,B,A,C,A,B,D,D,C,B,B,D,D,C,B,D,D,D,A,B,B,D
Examinee.10570,P,Y,A,A,A,B,A,B,A,D,C,D,B,B,C,B,D,D,D,A,B,D,A,C,B,D,A,C,D,C,B,A,C,C,A,B,B,D,B,B,B,C,B,C,A,A,C,B,B,B,D,D
Examinee.10571,P,Y,A,B,A,B,B,B,B,D,C,D,A,B,B,C,A,D,D,A,S,C,A,B,B,D,A,A,D,C,B,A,A,A,B,B,D,D,B,C,C,D,D,C,B,D,B,D,B,B,D,D
Examinee.10572,P,Y,A,D,B,C,A,B,A,D,C,D,A,B,C,B,D,D,D,A,A,D,C,D,C,D,A,C,D,D,B,B,B,C,A,B,D,D,C,B,B,D,D,C,B,D,D,D,A,B,C,D
Examinee.10573,P,Y,A,A,A,A,B,B,A,D,C,B,A,B,C,B,D,D,D,A,B,D,B,B,A,D,A,D,D,C,B,C,D,B,B,B,D,D,B,C,B,C,A,D,D,D,C,D,A,B,D,A
Examinee.10574,P,Y,A,A,A,C,C,B,A,D,C,B,A,B,C,B,A,D,D,A,B,D,B,B,D,D,A,D,D,C,B,C,A,B,A,B,C,D,D,C,B,D,A,C,D,D,D,D,A,A,B,C
Examinee.10575,P,Y,A,D,A,A,B,B,A,D,C,D,A,B,C,C,A,D,D,A,B,D,A,B,A,D,A,D,D,C,B,C,D,B,A,C,D,D,D,C,B,C,A,C,D,D,D,D,A,B,D,A
Examinee.10576,P,Y,A,A,A,B,B,B,A,D,C,C,A,B,C,C,A,D,D,A,B,D,B,B,A,D,A,D,C,C,B,C,D,B,B,B,D,D,B,B,B,C,A,D,D,D,C,D,A,B,D,A
Examinee.10577,P,Y,A,D,A,A,B,A,A,D,C,D,A,B,A,B,D,D,D,A,B,D,B,B,A,D,A,D,C,C,B,C,D,B,A,B,D,D,B,B,B,C,D,C,D,D,C,D,C,B,D,A
Examinee.10578,P,Y,A,A,D,A,B,B,A,D,C,B,A,B,D,B,D,D,D,A,B,D,A,B,A,D,A,D,D,C,B,C,B,B,A,B,D,D,B,C,B,A,A,C,D,D,C,D,A,B,B,A
Examinee.10579,P,Y,A,A,A,A,C,C,A,D,C,D,B,B,A,B,A,D,D,A,A,D,C,C,B,D,A,D,D,C,B,B,B,B,A,B,C,D,B,B,B,D,A,A,B,D,C,A,B,B,B,A
Examinee.10580,P,Y,A,B,A,B,C,B,C,D,C,D,B,B,C,B,A,D,D,A,A,C,B,C,B,C,A,B,B,C,B,A,B,B,B,B,D,D,B,A,B,C,C,C,A,B,A,D,B,B,B,A
Examinee.10581,P,Y,A,A,A,B,A,A,A,D,C,B,B,B,A,B,A,C,D,B,D,B,B,A,C,C,A,B,C,C,B,B,C,C,B,B,B,D,D,A,B,C,A,C,D,A,C,D,A,B,B,C
Examinee.10582,P,Y,A,D,C,A,C,A,C,D,C,D,A,D,C,B,A,D,D,C,A,C,A,B,B,A,A,D,D,C,A,C,B,B,A,B,A,D,C,B,B,D,C,C,A,C,A,D,B,A,B,A
Examinee.10583,P,Y,A,A,B,B,C,B,C,D,C,D,A,B,C,C,A,D,D,A,B,C,A,B,A,A,A,D,C,A,B,D,B,C,A,B,D,D,B,D,B,D,C,D,B,A,A,D,A,B,A,D
Examinee.10584,P,Y,A,B,D,B,C,A,B,D,C,B,A,D,A,B,D,D,D,B,B,C,A,C,D,D,A,A,D,A,B,A,D,A,A,D,D,D,D,D,B,B,B,C,B,A,A,D,C,B,A,D
Examinee.10585,P,Y,A,A,B,B,B,B,A,A,C,D,D,B,A,B,A,D,D,A,B,C,B,D,A,C,A,D,D,C,B,A,C,A,A,B,D,D,C,D,B,A,D,C,A,C,A,D,A,B,B,D
Examinee.10586,P,Y,A,A,A,B,A,B,C,D,C,D,A,B,A,B,A,C,D,A,B,C,B,B,A,A,A,D,C,D,B,B,B,B,A,A,D,D,D,D,B,D,B,C,B,A,A,D,A,B,B,D
Examinee.10587,P,Y,A,D,B,B,A,B,C,D,C,D,A,B,A,B,A,D,D,A,A,A,A,C,A,C,A,D,C,C,B,A,D,A,A,B,D,D,C,C,B,D,C,C,A,D,A,D,A,B,A,D
Examinee.10588,P,Y,A,A,B,B,C,B,B,D,C,B,A,B,C,B,A,D,D,A,B,C,A,D,B,D,A,D,D,C,B,C,C,C,A,B,C,D,D,B,B,A,C,C,A,A,A,D,B,B,B,C
Examinee.10589,P,Y,A,B,B,A,B,B,A,D,C,D,A,B,C,B,D,D,D,A,A,B,C,A,A,D,A,C,C,B,B,C,D,A,A,A,A,D,D,B,B,B,C,C,A,C,A,A,B,B,A,A
Examinee.10590,P,Y,A,B,B,B,A,B,C,D,C,D,A,B,C,B,D,D,D,A,A,B,A,A,A,D,A,D,C,C,B,B,B,A,A,A,D,D,D,B,B,D,B,C,A,D,D,A,B,B,A,A
Examinee.10591,P,Y,A,B,A,B,B,B,A,D,C,D,A,B,A,B,A,D,D,A,A,B,A,C,A,B,A,D,D,C,B,D,B,A,A,B,D,D,D,B,B,D,C,C,A,D,A,D,B,B,B,D
Examinee.10592,P,Y,A,B,B,A,B,B,A,D,C,D,A,B,C,B,D,D,D,A,B,C,A,A,A,D,B,A,D,B,B,C,D,A,C,B,D,D,D,A,B,D,C,C,B,C,A,A,B,B,A,A
Examinee.10593,P,Y,A,C,B,A,C,B,B,D,A,D,B,C,C,B,D,D,C,B,C,D,A,C,A,B,A,D,C,B,B,A,A,A,A,B,C,B,D,B,C,C,C,C,C,B,B,B,A,A,B,A
Examinee.10594,P,Y,A,B,C,A,C,B,C,D,C,D,B,C,A,B,A,A,D,B,A,D,A,C,A,B,A,D,C,B,B,A,A,A,A,B,D,D,D,B,B,C,C,C,B,A,A,D,B,B,B,A
Examinee.10595,P,Y,A,A,C,B,C,B,B,B,C,C,D,B,A,B,B,D,A,B,D,D,A,C,A,D,A,D,C,B,B,A,A,A,A,B,D,D,D,B,B,A,C,C,B,A,A,D,A,B,B,C
Examinee.10596,P,Y,A,A,A,B,C,A,B,D,C,B,B,A,C,B,A,D,D,A,A,C,A,C,A,B,S,S,S,S,S,S,A,A,A,B,D,D,D,S,B,C,C,C,B,A,B,B,A,B,A,A
Examinee.10597,P,Y,A,A,A,B,B,A,C,D,C,D,B,B,C,C,A,D,D,B,A,D,A,C,A,B,A,D,C,B,B,A,A,A,A,B,D,D,D,B,B,B,C,C,B,A,A,A,B,B,A,A
Examinee.10598,P,Y,A,B,D,B,C,B,C,D,C,B,B,A,C,B,A,C,D,D,C,D,A,C,A,B,A,D,C,B,B,A,A,A,A,B,D,D,D,B,B,A,C,C,B,A,A,D,B,D,B,A
Examinee.10599,P,Y,A,B,A,C,C,B,C,D,C,B,B,B,C,C,B,A,B,C,B,D,A,C,A,B,A,D,C,B,B,A,A,A,A,B,D,D,D,D,D,D,C,C,B,A,A,D,D,B,B,S
Examinee.10600,P,Y,A,B,D,B,C,B,C,D,C,B,B,B,C,B,A,D,D,A,A,C,A,C,A,B,A,D,C,B,B,A,A,A,A,B,D,D,D,B,B,A,C,C,B,A,A,D,B,B,B,A
Examinee.10601,P,Y,A,B,D,B,C,B,C,D,C,B,B,B,C,B,A,D,D,A,A,C,A,C,A,B,A,D,C,B,B,A,A,A,A,B,D,D,D,D,B,D,C,C,B,A,A,D,B,B,B,A
Examinee.10602,P,Y,A,B,D,B,C,B,C,D,C,B,B,B,C,B,A,D,D,A,A,C,A,C,A,B,A,D,C,B,B,A,A,A,A,B,D,D,D,D,B,D,C,C,B,A,A,D,B,B,B,A
Examinee.10603,L,Y,A,A,A,B,C,A,B,D,C,D,C,B,A,C,D,D,D,B,B,C,A,C,A,B,A,D,C,B,B,A,A,A,A,B,D,D,D,B,B,A,C,C,B,A,A,D,B,B,B,A
Examinee.10604,P,Y,A,A,A,B,B,B,C,D,C,D,B,B,C,B,A,D,D,A,B,D,A,C,A,B,A,D,A,B,B,A,A,A,A,C,C,A,D,B,B,D,C,C,D,D,C,D,B,C,B,D
Examinee.10605,P,Y,A,A,A,B,C,A,C,D,C,B,B,B,A,C,C,A,D,B,B,C,A,C,A,B,A,D,C,B,B,A,A,A,A,B,D,D,D,B,B,D,D,D,B,A,D,D,B,C,B,A
Examinee.10606,P,Y,A,A,A,C,B,A,A,D,C,D,B,B,A,C,D,D,D,B,B,C,A,C,A,B,A,D,C,B,B,A,A,A,A,B,D,D,D,B,B,A,C,C,B,A,A,D,B,B,B,A
Examinee.10607,P,Y,A,A,A,B,C,A,B,D,C,B,C,B,A,C,D,D,D,B,B,C,A,C,A,B,A,D,C,B,B,A,A,A,A,B,D,D,D,B,B,A,C,C,B,A,A,D,B,B,B,A
Examinee.10608,P,Y,A,A,A,B,A,B,A,D,C,D,C,B,A,C,D,D,D,B,B,C,A,C,A,B,A,D,C,B,B,A,A,A,A,B,D,D,D,B,B,A,C,C,B,A,A,D,B,B,B,A
Examinee.10609,P,Y,A,A,A,B,C,A,B,D,C,B,D,B,A,C,D,A,D,B,B,C,A,C,A,B,A,D,C,B,B,A,A,A,A,B,D,D,B,D,B,A,C,C,B,A,A,D,B,B,A,A
Examinee.10610,P,Y,A,A,A,B,A,B,A,D,C,D,B,B,A,C,D,D,D,A,B,C,A,C,A,D,A,D,C,B,B,A,A,A,A,B,D,D,D,D,B,C,B,C,B,A,A,D,A,B,B,A
Examinee.10611,P,Y,A,A,A,B,A,B,A,D,C,D,B,B,A,C,D,D,D,A,B,C,A,C,A,D,A,D,C,B,B,A,A,A,A,B,D,D,B,D,B,C,C,C,B,A,A,D,D,B,B,A
Examinee.10612,P,Y,A,A,A,B,C,A,B,D,C,B,D,B,A,C,D,A,D,B,B,C,A,C,A,B,A,D,C,B,B,A,A,A,A,B,D,D,D,D,B,C,C,C,B,A,A,D,B,B,A,A
Examinee.10613,P,Y,A,A,A,B,C,B,C,D,C,D,A,B,A,D,A,D,D,A,B,C,C,C,A,A,A,C,C,D,D,C,A,C,A,B,C,B,D,B,B,D,A,C,A,B,A,D,B,B,B,C
Examinee.10614,P,Y,A,A,A,B,B,C,A,D,C,D,D,B,A,C,D,C,D,A,C,D,D,C,A,B,C,B,D,D,C,D,B,C,A,B,B,D,D,B,B,C,A,C,A,C,D,D,A,B,B,C
Examinee.10615,L,Y,A,B,C,A,B,A,B,D,C,D,D,B,A,B,A,A,C,B,D,A,B,A,B,D,A,B,D,A,A,D,D,D,B,C,A,D,D,C,D,A,B,C,A,D,D,D,D,A,D,D
Examinee.10616,P,Y,A,A,A,C,B,C,A,C,C,D,A,B,A,D,A,A,D,A,C,D,C,C,A,A,C,D,D,C,C,D,B,C,A,B,C,D,C,B,B,D,B,C,A,C,A,D,A,B,B,C
Examinee.10617,P,Y,A,A,B,C,B,C,B,D,C,B,D,B,A,B,D,D,D,A,C,D,B,D,C,B,C,B,D,A,B,D,C,C,A,C,C,D,D,A,A,A,B,C,A,C,A,D,A,B,B,C
